subject	predicate	object	evidence_class
HRA temp-msn215	HRA has_marker_component	HGNC 3020	HRA bn-e8617c67c41df297d33c83ed3ef00a81
CL 4033025	HRA has_marker_component	HGNC 3755	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
CL 4033025	HRA has_marker_component	HGNC 2198	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
CL 4033025	HRA has_marker_component	HGNC 2705	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
CL 4033025	HRA has_marker_component	HGNC 2213	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
CL 4033025	HRA has_marker_component	HGNC 13299	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
CL 4033025	HRA has_marker_component	HGNC 7035	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
CL 4033025	HRA has_marker_component	HGNC 3689	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
CL 4033025	HRA has_marker_component	HGNC 19719	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
CL 4033025	HRA has_marker_component	HGNC 3600	HRA bn-ecab271ef625005e9cdb98c9ef1e4a0a
HRA temp-quiescent-stellate-cell	HRA has_marker_component	HGNC 8804	HRA bn-8b391893b886d69855235ab4270805cf
CL 0001062	HRA has_marker_component	HGNC 5411	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 9360	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 1674	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 7830	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 10720	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 12029	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 1706	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 1608	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 4414	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 6378	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 24961	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 1667	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 10632	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 9666	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 1673	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 1678	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0001062	HRA has_marker_component	HGNC 11922	HRA bn-a4f72b6dbb93ccf4d44ae17d2fe44a1b
CL 0000818	HRA has_marker_component	HGNC 11648	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 2336	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 38476	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 1645	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 1685	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 7315	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 1643	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 7154	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 5480	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 11200	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 11922	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 1633	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 1004	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 1667	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0000818	HRA has_marker_component	HGNC 18504	HRA bn-48c8121674b513bc14bce6f1159eff19
CL 0009071	HRA has_marker_component	HGNC 11529	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 6442	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 10513	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 2095	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 6421	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 6416	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 738	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 9666	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 9592	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 6436	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 3778	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 1907	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 1799	HRA bn-4ef142bc6437834c6466e9606816bbdd
CL 0009071	HRA has_marker_component	HGNC 10617	HRA bn-4ef142bc6437834c6466e9606816bbdd
HRA temp-mgl10	HRA has_marker_component	HGNC 50913	HRA bn-d44dccb2b2bfa5d53ba16b9ad150447f
HRA temp-mgl10	HRA has_marker_component	HGNC 18124	HRA bn-d44dccb2b2bfa5d53ba16b9ad150447f
HRA temp-mgl10	HRA has_marker_component	HGNC 19191	HRA bn-d44dccb2b2bfa5d53ba16b9ad150447f
PCL 0015065	HRA has_marker_component	HGNC 20391	HRA bn-916b6fa7576542d603fd17b1b7f23106
CL 0000623	HRA has_marker_component	HGNC 3372	HRA bn-db735330b719203ea3bfac8e9f17b030
CL 0000623	HRA has_marker_component	HGNC 16647	HRA bn-db735330b719203ea3bfac8e9f17b030
CL 0000623	HRA has_marker_component	HGNC 7656	HRA bn-db735330b719203ea3bfac8e9f17b030
CL 0000623	HRA has_marker_component	HGNC 6134	HRA bn-db735330b719203ea3bfac8e9f17b030
CL 0000623	HRA has_marker_component	HGNC 1694	HRA bn-db735330b719203ea3bfac8e9f17b030
CL 0000623	HRA has_marker_component	HGNC 11599	HRA bn-db735330b719203ea3bfac8e9f17b030
HRA temp-natural-killer-cell	HRA has_marker_component	HGNC 6374	HRA bn-73fdcc1ff1f8f3624dcac138c7c8970f
HRA temp-fbl28	HRA has_marker_component	HGNC 3601	HRA bn-c83129084891aeada5eff0aa1570102f
HRA temp-fbl28	HRA has_marker_component	HGNC 2198	HRA bn-c83129084891aeada5eff0aa1570102f
HRA temp-fbl28	HRA has_marker_component	HGNC 1346	HRA bn-c83129084891aeada5eff0aa1570102f
CL 0000050	HRA has_marker_component	HGNC 29109	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 9666	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 1674	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 1667	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 11245	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 4171	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 5992	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 3619	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 1662	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 6012	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 31397	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 4170	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 1628	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 3765	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 7656	HRA bn-430c6136f5cc9ba528f18d19396c8d99
CL 0000050	HRA has_marker_component	HGNC 15879	HRA bn-430c6136f5cc9ba528f18d19396c8d99
HRA temp-l5et113	HRA has_marker_component	HGNC 48639	HRA bn-bb54c874d4298e3be6f05fe9fba38bcc
HRA temp-l5et113	HRA has_marker_component	HGNC 53354	HRA bn-bb54c874d4298e3be6f05fe9fba38bcc
PCL 0015074	HRA has_marker_component	HGNC 18123	HRA bn-56b6053c5bdb4633bfb30e7d31dec962
HRA temp-plasma-cell	HRA has_marker_component	HGNC 5713	HRA bn-205a2219772c952c083c84fd0cbde8f6
HRA temp-vendc15	HRA has_marker_component	HGNC 3498	HRA bn-334c85b09ebd4c3989cf26bc2dd17064
HRA temp-vendc15	HRA has_marker_component	HGNC 19194	HRA bn-334c85b09ebd4c3989cf26bc2dd17064
HRA temp-vendc15	HRA has_marker_component	HGNC 74	HRA bn-334c85b09ebd4c3989cf26bc2dd17064
HRA temp-splat393	HRA has_marker_component	HGNC 25552	HRA bn-53a001e4d43bc182fc3d01fdd6864330
HRA temp-splat393	HRA has_marker_component	HGNC 10889	HRA bn-53a001e4d43bc182fc3d01fdd6864330
HRA temp-splat393	HRA has_marker_component	HGNC 6132	HRA bn-53a001e4d43bc182fc3d01fdd6864330
CL 4033009	HRA has_marker_component	HGNC 3318	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 328	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 11756	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 4027	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 11529	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 7516	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 1748	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 20657	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 7515	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 17257	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 8659	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 4033009	HRA has_marker_component	HGNC 16438	HRA bn-b6ae55d3ae8cfc5e74ec18aadd6c5102
CL 0009009	HRA has_marker_component	HGNC 2764	HRA bn-74b2e2b50d38b4ae709d3eff05a90885
CL 1001107	HRA has_marker_component	HGNC 11530	HRA bn-ee2bafc3e97e7e2dbcbc591d52330968
CL 1001107	HRA has_marker_component	HGNC 2389	HRA bn-ee2bafc3e97e7e2dbcbc591d52330968
CL 1001107	HRA has_marker_component	HGNC 2045	HRA bn-ee2bafc3e97e7e2dbcbc591d52330968
CL 1001107	HRA has_marker_component	HGNC 1748	HRA bn-ee2bafc3e97e7e2dbcbc591d52330968
CL 1001107	HRA has_marker_component	HGNC 10832	HRA bn-ee2bafc3e97e7e2dbcbc591d52330968
CL 1001107	HRA has_marker_component	HGNC 9459	HRA bn-ee2bafc3e97e7e2dbcbc591d52330968
CL 1001107	HRA has_marker_component	HGNC 2026	HRA bn-ee2bafc3e97e7e2dbcbc591d52330968
PCL 0015053	HRA has_marker_component	HGNC 14632	HRA bn-2ee891267cb84adbf847c1a717057593
PCL 0015053	HRA has_marker_component	HGNC 10736	HRA bn-2ee891267cb84adbf847c1a717057593
PCL 0015053	HRA has_marker_component	HGNC 29348	HRA bn-2ee891267cb84adbf847c1a717057593
PCL 0015053	HRA has_marker_component	HGNC 30748	HRA bn-2ee891267cb84adbf847c1a717057593
CL 0000818	HRA has_marker_component	HGNC 38476	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 1645	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 26705	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 6012	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 6152	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 3619	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 1636	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 18504	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 1628	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 11784	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 11200	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 1674	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 1633	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 1004	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 11648	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
CL 0000818	HRA has_marker_component	HGNC 7656	HRA bn-3cf2ecfb5ffd657701e89a575b1497e8
HRA temp-splat428	HRA has_marker_component	HGNC 25396	HRA bn-6ffe0db94d1ffb7c3d387a7dd4cb42e3
HRA temp-splat428	HRA has_marker_component	HGNC 14217	HRA bn-6ffe0db94d1ffb7c3d387a7dd4cb42e3
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 7955	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 11528	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 11782	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 24323	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 11526	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 1912	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 10575	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 12693	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 16941	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 9726	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 4093	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-glutamic-acid-decarboxylase-65-cell	HRA has_marker_component	HGNC 11329	HRA bn-20f4deff5b1a776d2c67b83fcfc7549d
HRA temp-lrl316	HRA has_marker_component	HGNC 3520	HRA bn-df9a549f3279cff2d00ca85ceacd6839
HRA temp-lrl316	HRA has_marker_component	HGNC 24176	HRA bn-df9a549f3279cff2d00ca85ceacd6839
HRA temp-lrl316	HRA has_marker_component	HGNC 17178	HRA bn-df9a549f3279cff2d00ca85ceacd6839
HRA temp-thex449	HRA has_marker_component	HGNC 1513	HRA bn-5136864751a943d31a788fed42e450c0
HRA temp-thex449	HRA has_marker_component	HGNC 3180	HRA bn-5136864751a943d31a788fed42e450c0
HRA temp-thex449	HRA has_marker_component	HGNC 8038	HRA bn-5136864751a943d31a788fed42e450c0
PCL 0015043	HRA has_marker_component	HGNC 2196	HRA bn-ae2c3836d0fe35611a668a0629ab5a7a
PCL 0015043	HRA has_marker_component	HGNC 17992	HRA bn-ae2c3836d0fe35611a668a0629ab5a7a
HRA temp-dg199	HRA has_marker_component	HGNC 16953	HRA bn-1628213db1e44a271621ec94d5f2ef41
CL 0000860	HRA has_marker_component	HGNC 3611	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 2252	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 1603	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 3623	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 2464	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 10499	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 14558	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 1628	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 28344	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 1686	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000860	HRA has_marker_component	HGNC 9666	HRA bn-64198d544265074ecd85014c195b7d07
CL 0000540	HRA has_marker_component	HGNC 12513	HRA bn-3fe2cce08e4aebf7111e9d390a157415
CL 0000540	HRA has_marker_component	HGNC 7738	HRA bn-3fe2cce08e4aebf7111e9d390a157415
CL 0000540	HRA has_marker_component	HGNC 17888	HRA bn-3fe2cce08e4aebf7111e9d390a157415
CL 0000934	HRA has_marker_component	HGNC 13432	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 4708	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 9346	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 13253	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 17362	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 5962	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 9991	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 4711	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 2479	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000934	HRA has_marker_component	HGNC 3070	HRA bn-7910051e243d818a88a7ff5ff9cf56c7
CL 0000771	HRA has_marker_component	HGNC 7218	HRA bn-a7534cf476de165d17b3e8627dcf32bb
CL 0000771	HRA has_marker_component	HGNC 1709	HRA bn-a7534cf476de165d17b3e8627dcf32bb
PCL 0015023	HRA has_marker_component	HGNC 18864	HRA bn-8cb5ff551bf3ed5aaa0c6ffcdfa0b479
PCL 0015023	HRA has_marker_component	HGNC 17265	HRA bn-8cb5ff551bf3ed5aaa0c6ffcdfa0b479
CL 0011004	HRA has_marker_component	HGNC 7103	HRA bn-1e7f484e369f0627b94c46d1de7507a8
HRA temp-cd4-t-cell	HRA has_marker_component	HGNC 1674	HRA bn-a06ea67ff915dff3bc931936b7dc255a
CL 4033008	HRA has_marker_component	HGNC 16041	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 19832	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 12726	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 3395	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 2047	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 4035	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 7976	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 8823	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 7884	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
CL 4033008	HRA has_marker_component	HGNC 35454	HRA bn-f35a6c63269ec8f12a597dda9ee6cc2
HRA temp-dlnp96	HRA has_marker_component	HGNC 52844	HRA bn-9db315bb49d641cc98f9a01795bce0ac
HRA temp-dlnp96	HRA has_marker_component	HGNC 5009	HRA bn-9db315bb49d641cc98f9a01795bce0ac
CL 0002460	HRA has_marker_component	HGNC 1678	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 1625	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 9662	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 6149	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 11784	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 16916	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 1636	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 19084	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 6152	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 1659	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 2535	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 1703	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 404	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 4620	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 6562	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 7183	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 4942	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 4944	HRA bn-5d9507031b1c0b1efab73258428829ab
CL 0002460	HRA has_marker_component	HGNC 9666	HRA bn-5d9507031b1c0b1efab73258428829ab
HRA temp-oligo48	HRA has_marker_component	HGNC 20707	HRA bn-db3d83d17625bbe396cfe0d3551b15aa
CL 0009018	HRA has_marker_component	HGNC 1678	HRA bn-d4fc66e77d298a9d388415d8974a2cca
CL 0009018	HRA has_marker_component	HGNC 1673	HRA bn-d4fc66e77d298a9d388415d8974a2cca
CL 0009018	HRA has_marker_component	HGNC 1695	HRA bn-d4fc66e77d298a9d388415d8974a2cca
CL 0009018	HRA has_marker_component	HGNC 1685	HRA bn-d4fc66e77d298a9d388415d8974a2cca
CL 0009018	HRA has_marker_component	HGNC 1676	HRA bn-d4fc66e77d298a9d388415d8974a2cca
CL 0009018	HRA has_marker_component	HGNC 1639	HRA bn-d4fc66e77d298a9d388415d8974a2cca
CL 0002207	HRA has_marker_component	HGNC 739	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
CL 0002207	HRA has_marker_component	HGNC 11529	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
CL 0002207	HRA has_marker_component	HGNC 2700	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
CL 0002207	HRA has_marker_component	HGNC 4027	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
CL 0002207	HRA has_marker_component	HGNC 3318	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
CL 0002207	HRA has_marker_component	HGNC 14323	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
CL 0002207	HRA has_marker_component	HGNC 19864	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
CL 0002207	HRA has_marker_component	HGNC 20657	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
CL 0002207	HRA has_marker_component	HGNC 1748	HRA bn-7ed1d39bb89dac9f86538e6d3ac5c129
HRA temp-dg200	HRA has_marker_component	HGNC 32411	HRA bn-38bd6f00e34c7da3dc2cabdf1d444787
HRA temp-dg200	HRA has_marker_component	HGNC 1955	HRA bn-38bd6f00e34c7da3dc2cabdf1d444787
CL 0002138	HRA has_marker_component	HGNC 12513	HRA bn-91593d1099a26d234ae05a29643016b6
CL 0002138	HRA has_marker_component	HGNC 17635	HRA bn-91593d1099a26d234ae05a29643016b6
CL 0002138	HRA has_marker_component	HGNC 7656	HRA bn-91593d1099a26d234ae05a29643016b6
CL 0000233	HRA has_marker_component	HGNC 4439	HRA bn-1f389cf7762f645298a87e3a63eef5f1
CL 0000233	HRA has_marker_component	HGNC 8861	HRA bn-1f389cf7762f645298a87e3a63eef5f1
CL 0000233	HRA has_marker_component	HGNC 6138	HRA bn-1f389cf7762f645298a87e3a63eef5f1
CL 0000233	HRA has_marker_component	HGNC 4444	HRA bn-1f389cf7762f645298a87e3a63eef5f1
CL 0000236	HRA has_marker_component	HGNC 7315	HRA bn-c696b8e06e0625c93cf8076682d419aa
CL 0000236	HRA has_marker_component	HGNC 18233	HRA bn-c696b8e06e0625c93cf8076682d419aa
CL 0000236	HRA has_marker_component	HGNC 9666	HRA bn-c696b8e06e0625c93cf8076682d419aa
