subject	predicate	object	evidence_class
PCL 0015053	HRA ccf_located_in	UBERON 0001384
PCL 0015112	HRA ccf_located_in	UBERON 0001384
PCL 0015103	HRA ccf_located_in	UBERON 0001384
PCL 0015118	HRA ccf_located_in	UBERON 0001384
PCL 0015029	HRA ccf_located_in	UBERON 0001384
PCL 0015095	HRA ccf_located_in	UBERON 0001384
PCL 0015010	HRA ccf_located_in	UBERON 0001384
PCL 0015002	HRA ccf_located_in	UBERON 0001384
PCL 0015019	HRA ccf_located_in	UBERON 0001384
PCL 0015056	HRA ccf_located_in	UBERON 0001384
PCL 0015062	HRA ccf_located_in	UBERON 0001384
PCL 0015045	HRA ccf_located_in	UBERON 0001384
PCL 0015122	HRA ccf_located_in	UBERON 0001384
PCL 0015051	HRA ccf_located_in	UBERON 0001384
PCL 0015016	HRA ccf_located_in	UBERON 0001384
PCL 0015098	HRA ccf_located_in	UBERON 0001384
PCL 0015022	HRA ccf_located_in	UBERON 0001384
PCL 0015036	HRA ccf_located_in	UBERON 0001384
PCL 0015001	HRA ccf_located_in	UBERON 0001384
PCL 0015125	HRA ccf_located_in	UBERON 0001384
PCL 0015037	HRA ccf_located_in	UBERON 0001384
PCL 0015068	HRA ccf_located_in	UBERON 0001384
PCL 0015124	HRA ccf_located_in	UBERON 0001384
PCL 0015006	HRA ccf_located_in	UBERON 0001384
PCL 0015111	HRA ccf_located_in	UBERON 0001384
PCL 0015014	HRA ccf_located_in	UBERON 0001384
PCL 0015072	HRA ccf_located_in	UBERON 0001384
PCL 0015119	HRA ccf_located_in	UBERON 0001384
PCL 0015017	HRA ccf_located_in	UBERON 0001384
PCL 0015100	HRA ccf_located_in	UBERON 0001384
PCL 0015013	HRA ccf_located_in	UBERON 0001384
PCL 0015057	HRA ccf_located_in	UBERON 0001384
PCL 0015005	HRA ccf_located_in	UBERON 0001384
PCL 0015033	HRA ccf_located_in	UBERON 0001384
PCL 0015015	HRA ccf_located_in	UBERON 0001384
PCL 0015035	HRA ccf_located_in	UBERON 0001384
PCL 0015109	HRA ccf_located_in	UBERON 0001384
PCL 0015088	HRA ccf_located_in	UBERON 0001384
PCL 0015008	HRA ccf_located_in	UBERON 0001384
PCL 0015026	HRA ccf_located_in	UBERON 0001384
PCL 0015123	HRA ccf_located_in	UBERON 0001384
PCL 0015065	HRA ccf_located_in	UBERON 0001384
PCL 0015078	HRA ccf_located_in	UBERON 0001384
PCL 0015047	HRA ccf_located_in	UBERON 0001384
PCL 0015090	HRA ccf_located_in	UBERON 0001384
PCL 0015042	HRA ccf_located_in	UBERON 0001384
PCL 0015069	HRA ccf_located_in	UBERON 0001384
PCL 0015040	HRA ccf_located_in	UBERON 0001384
PCL 0015012	HRA ccf_located_in	UBERON 0001384
PCL 0015071	HRA ccf_located_in	UBERON 0001384
PCL 0015076	HRA ccf_located_in	UBERON 0001384
PCL 0015020	HRA ccf_located_in	UBERON 0001384
PCL 0015004	HRA ccf_located_in	UBERON 0001384
PCL 0015021	HRA ccf_located_in	UBERON 0001384
PCL 0015115	HRA ccf_located_in	UBERON 0001384
PCL 0015126	HRA ccf_located_in	UBERON 0001384
PCL 0015064	HRA ccf_located_in	UBERON 0001384
PCL 0015032	HRA ccf_located_in	UBERON 0001384
PCL 0015044	HRA ccf_located_in	UBERON 0001384
PCL 0015061	HRA ccf_located_in	UBERON 0001384
PCL 0015107	HRA ccf_located_in	UBERON 0001384
PCL 0015121	HRA ccf_located_in	UBERON 0001384
PCL 0015043	HRA ccf_located_in	UBERON 0001384
PCL 0015127	HRA ccf_located_in	UBERON 0001384
PCL 0015093	HRA ccf_located_in	UBERON 0001384
PCL 0015050	HRA ccf_located_in	UBERON 0001384
PCL 0015117	HRA ccf_located_in	UBERON 0001384
PCL 0015110	HRA ccf_located_in	UBERON 0001384
PCL 0015052	HRA ccf_located_in	UBERON 0001384
PCL 0015027	HRA ccf_located_in	UBERON 0001384
PCL 0015031	HRA ccf_located_in	UBERON 0001384
PCL 0015048	HRA ccf_located_in	UBERON 0001384
PCL 0015104	HRA ccf_located_in	UBERON 0001384
PCL 0015023	HRA ccf_located_in	UBERON 0001384
PCL 0015086	HRA ccf_located_in	UBERON 0001384
PCL 0015094	HRA ccf_located_in	UBERON 0001384
PCL 0015046	HRA ccf_located_in	UBERON 0001384
PCL 0015054	HRA ccf_located_in	UBERON 0001384
PCL 0015007	HRA ccf_located_in	UBERON 0001384
PCL 0015028	HRA ccf_located_in	UBERON 0001384
PCL 0015113	HRA ccf_located_in	UBERON 0001384
PCL 0015077	HRA ccf_located_in	UBERON 0001384
PCL 0015009	HRA ccf_located_in	UBERON 0001384
PCL 0015087	HRA ccf_located_in	UBERON 0001384
PCL 0015018	HRA ccf_located_in	UBERON 0001384
PCL 0015084	HRA ccf_located_in	UBERON 0001384
PCL 0015060	HRA ccf_located_in	UBERON 0001384
PCL 0015101	HRA ccf_located_in	UBERON 0001384
PCL 0015091	HRA ccf_located_in	UBERON 0001384
PCL 0015105	HRA ccf_located_in	UBERON 0001384
PCL 0015092	HRA ccf_located_in	UBERON 0001384
PCL 0015106	HRA ccf_located_in	UBERON 0001384
PCL 0015034	HRA ccf_located_in	UBERON 0001384
PCL 0015055	HRA ccf_located_in	UBERON 0001384
PCL 0015074	HRA ccf_located_in	UBERON 0001384
PCL 0015116	HRA ccf_located_in	UBERON 0001384
PCL 0015066	HRA ccf_located_in	UBERON 0001384
PCL 0015025	HRA ccf_located_in	UBERON 0001384
PCL 0015089	HRA ccf_located_in	UBERON 0001384
PCL 0015063	HRA ccf_located_in	UBERON 0001384
PCL 0015058	HRA ccf_located_in	UBERON 0001384
PCL 0015030	HRA ccf_located_in	UBERON 0001384
PCL 0015108	HRA ccf_located_in	UBERON 0001384
PCL 0015099	HRA ccf_located_in	UBERON 0001384
PCL 0015079	HRA ccf_located_in	UBERON 0001384
PCL 0015096	HRA ccf_located_in	UBERON 0001384
PCL 0015067	HRA ccf_located_in	UBERON 0001384
PCL 0015038	HRA ccf_located_in	UBERON 0001384
PCL 0015097	HRA ccf_located_in	UBERON 0001384
PCL 0015083	HRA ccf_located_in	UBERON 0001384
PCL 0015073	HRA ccf_located_in	UBERON 0001384
PCL 0015120	HRA ccf_located_in	UBERON 0001384
PCL 0015003	HRA ccf_located_in	UBERON 0001384
PCL 0015049	HRA ccf_located_in	UBERON 0001384
PCL 0015085	HRA ccf_located_in	UBERON 0001384
PCL 0015102	HRA ccf_located_in	UBERON 0001384
PCL 0015070	HRA ccf_located_in	UBERON 0001384
PCL 0015059	HRA ccf_located_in	UBERON 0001384
PCL 0015075	HRA ccf_located_in	UBERON 0001384
CL 0000540	HRA ccf_located_in	FMA 78714
CL 0001035	HRA ccf_located_in	HRA temp-head-of-second-proximal-phalanx-of-foot
CL 1000477	HRA ccf_located_in	UBERON 0002353
CL 0000540	HRA ccf_located_in	FMA 80289
CL 0002543	HRA ccf_located_in	FMA 15802
CL 0000071	HRA ccf_located_in	FMA 15802
CL 0000188	HRA ccf_located_in	UBERON 0001386
CL 0001035	HRA ccf_located_in	HRA temp-incisive-foramen-of-maxilla
CL 0000188	HRA ccf_located_in	HRA temp-lateral-posterior-cervical-intertransversarii-muscle
CL 0001035	HRA ccf_located_in	HRA temp-crista-galla-of-ethmoid-bone
CL 0001035	HRA ccf_located_in	HRA temp-superior-vertebral-notch-of-first-cervical-vertebra
CL 0000540	HRA ccf_located_in	FMA 82603
CL 0001035	HRA ccf_located_in	HRA temp-inferior-articular-facet-of-third-cervical-vertebra
CL 0000653	HRA ccf_located_in	UBERON 0001229
CL 1000452	HRA ccf_located_in	UBERON 0001229
CL 1001005	HRA ccf_located_in	UBERON 0001229
CL 1000742	HRA ccf_located_in	UBERON 0001229
CL 0000188	HRA ccf_located_in	UBERON 0008598
CL 0001035	HRA ccf_located_in	HRA temp-vertebral-foramen-of-second-cervical-vertebra
CL 0000540	HRA ccf_located_in	FMA 80062
CL 0001035	HRA ccf_located_in	UBERON 0015180
CL 0000540	HRA ccf_located_in	FMA 45440
CL 0000540	HRA ccf_located_in	FMA 54406
CL 0002586	HRA ccf_located_in	UBERON 0001782
CL 0001035	HRA ccf_located_in	HRA temp-groove-for-superior-sagittal-sinus-of-parietal-bone
CL 1001096	HRA ccf_located_in	UBERON 0034884
CL 1001099	HRA ccf_located_in	UBERON 0034884
CL 0000540	HRA ccf_located_in	FMA 80028
CL 0000540	HRA ccf_located_in	FMA 44876
CL 0000188	HRA ccf_located_in	UBERON 0001605
CL 0000188	HRA ccf_located_in	HRA temp-puboanalis-muscle
CL 0000359	HRA ccf_located_in	FMA 10649
CL 0000057	HRA ccf_located_in	FMA 10649
CL 1000413	HRA ccf_located_in	FMA 10649
CL 0000071	HRA ccf_located_in	FMA 10649
CL 0001035	HRA ccf_located_in	HRA temp-pedicle-of-third-cervical-vertebra
CL 0000540	HRA ccf_located_in	FMA 82561
HRA temp-vascular-smooth-muscle-cell-of-ureter	HRA ccf_located_in	UBERON 0001253
HRA temp-lipofibroblast-cell-of-ureter	HRA ccf_located_in	UBERON 0001253
HRA temp-pi16-fibroblast-cell-of-ureter	HRA ccf_located_in	UBERON 0001253
CL 1000308	HRA ccf_located_in	UBERON 0001253
HRA temp-pericyte-cell-of-ureter	HRA ccf_located_in	UBERON 0001253
CL 1000708	HRA ccf_located_in	UBERON 0001253
HRA temp-dpt-fibroblast-cell-of-ureter	HRA ccf_located_in	UBERON 0001253
HRA temp-myofibroblast-cell-of-ureter	HRA ccf_located_in	UBERON 0001253
HRA temp-endothelial-cell-of-ureter	HRA ccf_located_in	UBERON 0001253
CL 0000188	HRA ccf_located_in	UBERON 0011014
CL 1000412	HRA ccf_located_in	FMA 14828
CL 0000359	HRA ccf_located_in	FMA 14828
CL 0002144	HRA ccf_located_in	FMA 14828
CL 0000057	HRA ccf_located_in	FMA 14828
CL 1000413	HRA ccf_located_in	FMA 14828
CL 0000071	HRA ccf_located_in	FMA 14828
CL 0002543	HRA ccf_located_in	UBERON 0006656
CL 0000071	HRA ccf_located_in	UBERON 0006656
CL 0001035	HRA ccf_located_in	HRA temp-mandibular-canal-of-mandible
CL 0000359	HRA ccf_located_in	FMA 79467
CL 0000057	HRA ccf_located_in	FMA 79467
CL 1000413	HRA ccf_located_in	FMA 79467
CL 0000071	HRA ccf_located_in	FMA 79467
CL 0000540	HRA ccf_located_in	FMA 8852
CL 0001035	HRA ccf_located_in	HRA temp-inferior-vertebral-notch-of-fourth-thoracic-vertebra
CL 0000359	HRA ccf_located_in	UBERON 0001406
CL 0000057	HRA ccf_located_in	UBERON 0001406
CL 1000413	HRA ccf_located_in	UBERON 0001406
CL 0000071	HRA ccf_located_in	UBERON 0001406
CL 0002144	HRA ccf_located_in	FMA 0327576
CL 0002543	HRA ccf_located_in	FMA 0327576
CL 0000071	HRA ccf_located_in	FMA 0327576
CL 0000540	HRA ccf_located_in	FMA 81239
CL 0000188	HRA ccf_located_in	HRA temp-external-anal-sphincter-muscle
CL 0000540	HRA ccf_located_in	FMA 80032
CL 0002543	HRA ccf_located_in	FMA 4837
CL 0000071	HRA ccf_located_in	FMA 4837
CL 0000359	HRA ccf_located_in	UBERON 0005608
CL 0000057	HRA ccf_located_in	UBERON 0005608
CL 1000413	HRA ccf_located_in	UBERON 0005608
CL 0000071	HRA ccf_located_in	UBERON 0005608
CL 0000359	HRA ccf_located_in	FMA 15736
CL 0000057	HRA ccf_located_in	FMA 15736
CL 1000413	HRA ccf_located_in	FMA 15736
CL 0000071	HRA ccf_located_in	FMA 15736
CL 0000540	HRA ccf_located_in	FMA 65304
CL 0000359	HRA ccf_located_in	FMA 70502
CL 0000057	HRA ccf_located_in	FMA 70502
CL 1000413	HRA ccf_located_in	FMA 70502
CL 0000071	HRA ccf_located_in	FMA 70502
CL 0001035	HRA ccf_located_in	HRA temp-ischial-tuberosity-of-ischium-of-os-coxa
CL 0002543	HRA ccf_located_in	UBERON 0035655
CL 0000071	HRA ccf_located_in	UBERON 0035655
CL 0000540	HRA ccf_located_in	FMA 65650
HRA temp-stroma-type-i-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
CL 0000711	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
CL 0000654	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
CL 0000175	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-stroma-type-ii-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-flattened-cuboidal-ovarian-surface-epithelial-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-corpus-luteum-macrophage	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
CL 0000503	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-stroma-type-iv-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-columnar-ovarian-surface-epithelial-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-pre-antral-follicle-granulosa-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-stroma-type-iii-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-corpus-luteum-endothelial-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
HRA temp-stroma-type-v-cell	HRA ccf_located_in	HRA temp-medial-inferior-antimesenteric-ovary
CL 0002543	HRA ccf_located_in	HRA temp-intramedullary-radial-vein-2
CL 0000071	HRA ccf_located_in	HRA temp-intramedullary-radial-vein-2
CL 0002591	HRA ccf_located_in	UBERON 0012416
CL 0019018	HRA ccf_located_in	UBERON 0012416
CL 0001035	HRA ccf_located_in	HRA temp-maxillary-process-of-zygomatic-bone
CL 0001035	HRA ccf_located_in	HRA temp-hyoid-region-bone
CL 0000359	HRA ccf_located_in	FMA 8644
CL 0000057	HRA ccf_located_in	FMA 8644
CL 1000413	HRA ccf_located_in	FMA 8644
CL 0000071	HRA ccf_located_in	FMA 8644
CL 0000188	HRA ccf_located_in	HRA temp-dorsal-interosseous-of-hand-muscle
CL 0001035	HRA ccf_located_in	HRA temp-hiatus-and-groove-of-petrous-part-of-temporal-bone-for-lesser-petrosal-nerve
CL 0000188	HRA ccf_located_in	HRA temp-transverse-head-of-adductor-pollicis-muscle
CL 0002543	HRA ccf_located_in	HRA temp-anterior-radicular-vein
CL 0000071	HRA ccf_located_in	HRA temp-anterior-radicular-vein
CL 0001035	HRA ccf_located_in	HRA temp-superior-vertebral-notch-of-first-thoracic-vertebra
CL 0000540	HRA ccf_located_in	FMA 6253
CL 0000188	HRA ccf_located_in	UBERON 0001576
CL 0000359	HRA ccf_located_in	UBERON 0001190
CL 0000057	HRA ccf_located_in	UBERON 0001190
CL 1000413	HRA ccf_located_in	UBERON 0001190
CL 0000071	HRA ccf_located_in	UBERON 0001190
CL 0001035	HRA ccf_located_in	HRA temp-costal-groove-of-eleventh-rib
CL 0002138	HRA ccf_located_in	FMA 5841
CL 0002350	HRA ccf_located_in	UBERON 0002134
HRA temp-valve-interstitial-cell	HRA ccf_located_in	UBERON 0002134
CL 0002138	HRA ccf_located_in	UBERON 0001543
CL 0000540	HRA ccf_located_in	FMA 20625
CL 0000359	HRA ccf_located_in	FMA 69613
CL 0000057	HRA ccf_located_in	FMA 69613
CL 1000413	HRA ccf_located_in	FMA 69613
CL 0000071	HRA ccf_located_in	FMA 69613
CL 0000359	HRA ccf_located_in	UBERON 0035529
CL 0000057	HRA ccf_located_in	UBERON 0035529
CL 1000413	HRA ccf_located_in	UBERON 0035529
CL 0000071	HRA ccf_located_in	UBERON 0035529
CL 0000540	HRA ccf_located_in	FMA 81281
CL 0000188	HRA ccf_located_in	UBERON 0001578
CL 0001035	HRA ccf_located_in	HRA temp-inferior-articular-facet-of-twelfth-thoracic-vertebra
CL 0000540	HRA ccf_located_in	FMA 81356
CL 0000188	HRA ccf_located_in	UBERON 0008571
CL 0000653	HRA ccf_located_in	UBERON 0001225
CL 1000714	HRA ccf_located_in	UBERON 0001225
CL 0002543	HRA ccf_located_in	FMA 4875
CL 0000071	HRA ccf_located_in	FMA 4875
CL 0000188	HRA ccf_located_in	HRA temp-vertical-muscle
CL 0001035	HRA ccf_located_in	HRA temp-supercilary-arch-of-frontal-bone
CL 0000540	HRA ccf_located_in	UBERON 0001650
CL 0000359	HRA ccf_located_in	UBERON 0005464
CL 0000057	HRA ccf_located_in	UBERON 0005464
CL 1000413	HRA ccf_located_in	UBERON 0005464
CL 0000071	HRA ccf_located_in	UBERON 0005464
CL 0001035	HRA ccf_located_in	HRA temp-superior-vertebral-notch-of-fourth-cervical-vertebra
CL 0000188	HRA ccf_located_in	HRA temp-semispinalis-capitis-muscle
CL 1000330	HRA ccf_located_in	UBERON 0005203
CL 4033023	HRA ccf_located_in	UBERON 0005203
CL 4033020	HRA ccf_located_in	UBERON 0005203
CL 4033024	HRA ccf_located_in	UBERON 0005203
LMHA 00142	HRA ccf_located_in	UBERON 0005203
CL 4033021	HRA ccf_located_in	UBERON 0005203
CL 0002543	HRA ccf_located_in	FMA 51770
CL 0000071	HRA ccf_located_in	FMA 51770
CL 1000414	HRA ccf_located_in	HRA temp-pulmonary-venule
CL 0000071	HRA ccf_located_in	HRA temp-pulmonary-venule
CL 0000540	HRA ccf_located_in	FMA 65641
HRA temp-capsule-mesenchymal-stromal-cell	HRA ccf_located_in	UBERON 0002015
CL 0001035	HRA ccf_located_in	HRA temp-medial-epicondyle-of-humerus
CL 0000359	HRA ccf_located_in	UBERON 0001410
CL 0000057	HRA ccf_located_in	UBERON 0001410
CL 1000413	HRA ccf_located_in	UBERON 0001410
CL 0000071	HRA ccf_located_in	UBERON 0001410
CL 0000540	HRA ccf_located_in	FMA 44783
CL 0000188	HRA ccf_located_in	UBERON 0002000
CL 1000413	HRA ccf_located_in	UBERON 0004848
CL 1001568	HRA ccf_located_in	UBERON 0004848
CL 0000359	HRA ccf_located_in	HRA temp-third-palmar-metacarpal-artery
CL 0000057	HRA ccf_located_in	HRA temp-third-palmar-metacarpal-artery
CL 1000413	HRA ccf_located_in	HRA temp-third-palmar-metacarpal-artery
CL 0000071	HRA ccf_located_in	HRA temp-third-palmar-metacarpal-artery
CL 0000359	HRA ccf_located_in	UBERON 0010408
CL 0000057	HRA ccf_located_in	UBERON 0010408
CL 1000413	HRA ccf_located_in	UBERON 0010408
CL 0000071	HRA ccf_located_in	UBERON 0010408
CL 0000540	HRA ccf_located_in	FMA 6449
CL 0000188	HRA ccf_located_in	HRA temp-anterior-compartment-of-thigh-muscle
CL 0001035	HRA ccf_located_in	HRA temp-head-of-fourth-middle-phalanx-of-hand
CL 0000188	HRA ccf_located_in	UBERON 0001129
CL 0001035	HRA ccf_located_in	HRA temp-tuberosity-of-first-distal-phalanx-of-hand
CL 0001035	HRA ccf_located_in	HRA temp-shaft-of-fourth-metatarsal-bone
CL 0000359	HRA ccf_located_in	FMA 50327
CL 0000057	HRA ccf_located_in	FMA 50327
CL 1000413	HRA ccf_located_in	FMA 50327
CL 0000071	HRA ccf_located_in	FMA 50327
CL 0002543	HRA ccf_located_in	FMA 14296
CL 0000071	HRA ccf_located_in	FMA 14296
CL 0001035	HRA ccf_located_in	HRA temp-spinous-process-of-sixth-thoracic-vertebra
CL 1000350	HRA ccf_located_in	UBERON 0001958
CL 1000271	HRA ccf_located_in	UBERON 0001958
CL 0000158	HRA ccf_located_in	UBERON 0001958
CL 0001035	HRA ccf_located_in	HRA temp-body-of-ninth-rib
CL 0000188	HRA ccf_located_in	HRA temp-muscle-of-facial-expression
CL 0000188	HRA ccf_located_in	HRA temp-abdominal-part-of-pectoralis-major-muscle
CL 0001035	HRA ccf_located_in	UBERON 0004323
CL 0000503	HRA ccf_located_in	UBERON 0000155
CL 0000359	HRA ccf_located_in	FMA 49962
CL 0000057	HRA ccf_located_in	FMA 49962
CL 1000413	HRA ccf_located_in	FMA 49962
CL 0000071	HRA ccf_located_in	FMA 49962
CL 0000188	HRA ccf_located_in	HRA temp-interspinales-thoracis-muscle
CL 0002138	HRA ccf_located_in	FMA 71749
CL 0002543	HRA ccf_located_in	FMA 12852
CL 0000071	HRA ccf_located_in	FMA 12852
CL 0000359	HRA ccf_located_in	FMA 23119
CL 0000057	HRA ccf_located_in	FMA 23119
CL 1000413	HRA ccf_located_in	FMA 23119
CL 0000071	HRA ccf_located_in	FMA 23119
CL 0000359	HRA ccf_located_in	FMA 22763
CL 0000057	HRA ccf_located_in	FMA 22763
CL 1000413	HRA ccf_located_in	FMA 22763
CL 0000071	HRA ccf_located_in	FMA 22763
CL 0001035	HRA ccf_located_in	HRA temp-shaft-of-clavicle
CL 0001035	HRA ccf_located_in	HRA temp-scapular-spine-of-scapula
CL 0000127	HRA ccf_located_in	UBERON 0026386
CL 0000128	HRA ccf_located_in	UBERON 0026386
CL 0000129	HRA ccf_located_in	UBERON 0026386
CL 0002453	HRA ccf_located_in	UBERON 0026386
CL 0000115	HRA ccf_located_in	UBERON 0026386
CL 0001035	HRA ccf_located_in	HRA temp-base-of-first-metacarpal-bone
CL 0001035	HRA ccf_located_in	HRA temp-inferior-vertebral-notch-of-third-thoracic-vertebra
CL 0000540	HRA ccf_located_in	FMA 81171
CL 0000188	HRA ccf_located_in	HRA temp-levator-labii-superioris-alaeque-nasi-muscle
CL 0002095	HRA ccf_located_in	FMA 18652
CL 0000359	HRA ccf_located_in	FMA 70450
CL 0000057	HRA ccf_located_in	FMA 70450
CL 1000413	HRA ccf_located_in	FMA 70450
CL 0000071	HRA ccf_located_in	FMA 70450
CL 0001035	HRA ccf_located_in	HRA temp-transverse-ridges-of-sternum
CL 2000091	HRA ccf_located_in	UBERON 0015172
CL 0008036	HRA ccf_located_in	UBERON 0015172
CL 0001035	HRA ccf_located_in	HRA temp-internal-auditory-meatus-of-petrous-part-of-temporal-bone
CL 0001035	HRA ccf_located_in	HRA temp-accessory-process-of-fifth-lumbar-vertebra
CL 0000359	HRA ccf_located_in	FMA 22750
CL 0000057	HRA ccf_located_in	FMA 22750
CL 1000413	HRA ccf_located_in	FMA 22750
CL 0000071	HRA ccf_located_in	FMA 22750
CL 0000359	HRA ccf_located_in	HRA temp-dorsal-branch-of-medial-proper-palmar-digital-artery-of-third-digit-of-hand
CL 0000057	HRA ccf_located_in	HRA temp-dorsal-branch-of-medial-proper-palmar-digital-artery-of-third-digit-of-hand
CL 1000413	HRA ccf_located_in	HRA temp-dorsal-branch-of-medial-proper-palmar-digital-artery-of-third-digit-of-hand
CL 0000071	HRA ccf_located_in	HRA temp-dorsal-branch-of-medial-proper-palmar-digital-artery-of-third-digit-of-hand
CL 0000359	HRA ccf_located_in	UBERON 0035040
CL 0000057	HRA ccf_located_in	UBERON 0035040
CL 1000413	HRA ccf_located_in	UBERON 0035040
CL 0000071	HRA ccf_located_in	UBERON 0035040
CL 0000127	HRA ccf_located_in	UBERON 0031906
CL 0000128	HRA ccf_located_in	UBERON 0031906
CL 0000540	HRA ccf_located_in	UBERON 0031906
CL 0000129	HRA ccf_located_in	UBERON 0031906
CL 0000115	HRA ccf_located_in	UBERON 0031906
CL 0000540	HRA ccf_located_in	FMA 6172
CL 0001035	HRA ccf_located_in	UBERON 0004628
CL 0002138	HRA ccf_located_in	UBERON 0009006
CL 0000188	HRA ccf_located_in	UBERON 0003250
CL 0000188	HRA ccf_located_in	UBERON 0008618
CL 0000188	HRA ccf_located_in	HRA temp-multifidus-lumborum-muscle
CL 0000540	HRA ccf_located_in	FMA 78648
CL 0000188	HRA ccf_located_in	UBERON 0000372
CL 0000540	HRA ccf_located_in	FMA 53181
CL 0001035	HRA ccf_located_in	HRA temp-maxillary-sinus-of-maxilla
CL 0001035	HRA ccf_located_in	HRA temp-head-of-third-proximal-phalanx-of-hand
CL 1000412	HRA ccf_located_in	UBERON 0001514
CL 0000359	HRA ccf_located_in	UBERON 0001514
CL 0002144	HRA ccf_located_in	UBERON 0001514
CL 0000057	HRA ccf_located_in	UBERON 0001514
CL 1000413	HRA ccf_located_in	UBERON 0001514
CL 0000071	HRA ccf_located_in	UBERON 0001514
CL 0000188	HRA ccf_located_in	HRA temp-humeral-head-of-extensor-carpi-ulnaris-muscle
CL 0000188	HRA ccf_located_in	HRA temp-rhomboid-minor-muscle
HRA temp-sox9-epithelial-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-endothelial-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-uterine-smooth-muscle-type-ii-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-t-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-mast-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-b-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-uterine-natural-killer-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-uterine-dendritic-cells	HRA ccf_located_in	UBERON 0000995
HRA temp-innate-lymphoid-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-endocervical-epithelial-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-stromal-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-lymphocyte	HRA ccf_located_in	UBERON 0000995
HRA temp-perivascular-support-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-luminal-epithelial-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-ciliated-epithelial-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-macrophage	HRA ccf_located_in	UBERON 0000995
HRA temp-glandular-epithelial-cell	HRA ccf_located_in	UBERON 0000995
HRA temp-uterine-smooth-muscle-type-i-cell	HRA ccf_located_in	UBERON 0000995
CL 0000540	HRA ccf_located_in	FMA 44690
CL 0000359	HRA ccf_located_in	HRA temp-third-posterior-perforating-branch-of-plantar-arch
CL 0000057	HRA ccf_located_in	HRA temp-third-posterior-perforating-branch-of-plantar-arch
CL 1000413	HRA ccf_located_in	HRA temp-third-posterior-perforating-branch-of-plantar-arch
CL 0000071	HRA ccf_located_in	HRA temp-third-posterior-perforating-branch-of-plantar-arch
HRA temp-catecholaminergic-neuron	HRA ccf_located_in	UBERON 0001248
CL 0002543	HRA ccf_located_in	UBERON 0001248
CL 1000413	HRA ccf_located_in	UBERON 0001248
CL 0002138	HRA ccf_located_in	UBERON 0001248
CL 0001035	HRA ccf_located_in	UBERON 0003647
CL 0000540	HRA ccf_located_in	FMA 77602
CL 0002138	HRA ccf_located_in	FMA 71813
HRA temp-endocervical-epithelial-cell	HRA ccf_located_in	UBERON 0012252
CL 0002543	HRA ccf_located_in	FMA 4969
CL 0000071	HRA ccf_located_in	FMA 4969
CL 0002543	HRA ccf_located_in	UBERON 0001660
CL 0000071	HRA ccf_located_in	UBERON 0001660
CL 0000540	HRA ccf_located_in	FMA 7068
CL 0019018	HRA ccf_located_in	UBERON 0001592
CL 4033008	HRA ccf_located_in	UBERON 0001592
CL 0000359	HRA ccf_located_in	UBERON 0002250
CL 0000057	HRA ccf_located_in	UBERON 0002250
CL 1000413	HRA ccf_located_in	UBERON 0002250
CL 0000071	HRA ccf_located_in	UBERON 0002250
CL 4033007	HRA ccf_located_in	UBERON 0002183
CL 4033003	HRA ccf_located_in	UBERON 0002183
CL 4033022	HRA ccf_located_in	UBERON 0002183
CL 4033009	HRA ccf_located_in	UBERON 0002183
CL 4033026	HRA ccf_located_in	UBERON 0002183
CL 4033023	HRA ccf_located_in	UBERON 0002183
CL 4033005	HRA ccf_located_in	UBERON 0002183
CL 4033010	HRA ccf_located_in	UBERON 0002183
CL 4033024	HRA ccf_located_in	UBERON 0002183
CL 0017000	HRA ccf_located_in	UBERON 0002183
